id,ATP,Location,Tournament,Date,season,portion,Winner,Loser,Wsets,Lsets,B365W,B365L,PSW,PSL,LBW,LBL,SJW,SJL
139,6,Melbourne,Australian Open,14/01/2008,2008,1,Capdeville P.,Klein B.,3,0,1.33,3.25,1.366,3.53,3.1,1.364,
140,6,Melbourne,Australian Open,14/01/2008,2008,1,Schuettler R.,Clement A.,3,1,2,1.72,1.98,1.926,1.78,2,
141,6,Melbourne,Australian Open,14/01/2008,2008,1,Fish M.,Pashanski B.,3,1,1.1,6.5,1.163,6.55,5.85,1.167,
142,6,Melbourne,Australian Open,14/01/2008,2008,1,Mathieu P.H.,Hanescu V.,3,0,1.16,4.5,1.22,5.15,4.3,1.2,
143,6,Melbourne,Australian Open,14/01/2008,2008,1,Levine J.,Vassallo-Arguello M.,3,0,1.38,2.87,1.427,3.14,2.67,1.364,
144,6,Melbourne,Australian Open,14/01/2008,2008,1,Gicquel M.,Lu Y.H.,3,2,1.5,2.5,1.585,2.61,2.34,1.571,
145,6,Melbourne,Australian Open,14/01/2008,2008,1,Nieminen J.,Dancevic F.,3,2,1.2,4.33,1.217,5.21,4.1,1.222,
146,6,Melbourne,Australian Open,14/01/2008,2008,1,Simon G.,Reynolds B.,3,2,1.16,4.5,1.212,5.31,4.6,1.222,
147,6,Melbourne,Australian Open,14/01/2008,2008,1,Robredo T.,Zverev M.,3,2,1.16,4.5,1.227,5,5.35,1.222,
148,6,Melbourne,Australian Open,14/01/2008,2008,1,Sela D.,Slanar M.,3,0,1.25,3.75,1.25,4.6,4,1.25,
149,6,Melbourne,Australian Open,14/01/2008,2008,1,Andreev I.,Pavel A.,3,1,1.33,3.25,1.379,3.44,3.1,1.364,
150,6,Melbourne,Australian Open,14/01/2008,2008,1,Roddick A.,Dlouhy L.,3,0,1.01,13,1.018,36,25,1.04,
151,6,Melbourne,Australian Open,14/01/2008,2008,1,Vliegen K.,Patience O.,3,0,1.22,4,1.27,4.4,3.7,1.25,
152,6,Melbourne,Australian Open,14/01/2008,2008,1,Tsonga J.W.,Murray A.,3,1,5,1.14,6.2,1.175,1.18,4.5,
153,6,Melbourne,Australian Open,14/01/2008,2008,1,Berrer M.,Young D.,3,1,1.61,2.2,1.667,2.4,2.1,1.727,
154,6,Melbourne,Australian Open,14/01/2008,2008,1,Garcia-Lopez G.,Chela J.I.,3,1,3.75,1.25,3.77,1.326,1.23,4,
155,6,Melbourne,Australian Open,14/01/2008,2008,1,Falla A.,Anderson K.,3,2,1.36,3,1.429,3.13,2.85,1.4,
156,6,Melbourne,Australian Open,14/01/2008,2008,1,Seppi A.,Levy H.,3,0,1.25,3.75,1.302,4.01,3.9,1.286,
157,6,Melbourne,Australian Open,14/01/2008,2008,1,Davydenko N.,Llodra M.,3,0,1.14,5,1.208,5.4,4.4,1.167,
158,6,Melbourne,Australian Open,14/01/2008,2008,1,Mahut N.,Acasuso J.,3,2,1.8,1.9,1.855,2.07,2.06,1.667,
159,6,Melbourne,Australian Open,14/01/2008,2008,1,Warburg S.,Brzezicki J.P.,3,2,1.66,2.1,1.794,2.16,2.22,1.571,
160,6,Melbourne,Australian Open,14/01/2008,2008,1,Youzhny M.,Montcourt M.,3,0,1.01,13,1.038,21,12,1.05,
161,6,Melbourne,Australian Open,14/01/2008,2008,1,Gasquet R.,Lindahl N.,3,1,1.01,13,1.025,28.5,12,1.04,
162,6,Melbourne,Australian Open,14/01/2008,2008,1,Calleri A.,Horna L.,3,1,1.22,4,1.278,4.3,3.8,1.286,
163,6,Melbourne,Australian Open,14/01/2008,2008,1,Kohlschreiber P.,Karanusic R.,3,0,1.14,5,1.189,5.8,5.15,1.125,
164,6,Melbourne,Australian Open,14/01/2008,2008,1,Lopez F.,Odesnik W.,3,0,1.4,2.75,1.439,3.08,2.85,1.33,
165,6,Melbourne,Australian Open,14/01/2008,2008,1,Serra F.,Mayer F.,3,0,2,1.72,2.1,1.833,1.72,2,
166,6,Melbourne,Australian Open,14/01/2008,2008,1,Wawrinka S.,Benneteau J.,3,0,1.28,3.5,1.323,3.8,3.2,1.364,
167,6,Melbourne,Australian Open,14/01/2008,2008,1,Korolev E.,Granollers M.,3,0,1.33,3.25,1.373,3.48,3.4,1.33,
168,6,Melbourne,Australian Open,14/01/2008,2008,1,Koubek S.,Moya C.,3,1,3,1.36,3.15,1.426,1.37,2.75,
169,6,Melbourne,Australian Open,14/01/2008,2008,1,Nadal R.,Troicki V.,3,0,1.01,15,1.018,36,15,1.04,
170,6,Melbourne,Australian Open,15/01/2008,2008,1,Verdasco F.,Ascione T.,3,0,1.11,6,1.141,7.4,5.15,1.167,
171,6,Melbourne,Australian Open,15/01/2008,2008,1,Djokovic N.,Becker B.,3,0,1.03,11,1.056,15,8.5,1.04,
172,6,Melbourne,Australian Open,15/01/2008,2008,1,Haase R.,Ljubicic I.,3,1,3.75,1.25,3.63,1.353,1.28,3.5,
173,6,Melbourne,Australian Open,15/01/2008,2008,1,Jones A.,Montanes A.,3,1,1.5,2.5,1.571,2.65,2.5,1.5,
174,6,Melbourne,Australian Open,15/01/2008,2008,1,Delic A.,Kendrick R.,3,0,1.53,2.37,1.606,2.55,2.28,1.615,
175,6,Melbourne,Australian Open,15/01/2008,2008,1,Monaco J.,Berlocq C.,3,0,1.11,6,1.131,7.95,6,1.125,
176,6,Melbourne,Australian Open,15/01/2008,2008,1,Bolelli S.,Ram A.,3,2,1.61,2.2,1.781,2.18,2.15,1.667,
177,6,Melbourne,Australian Open,15/01/2008,2008,1,Tipsarevic J.,Sirianni J.,3,2,1.4,2.75,1.493,2.83,2.6,1.444,
178,6,Melbourne,Australian Open,15/01/2008,2008,1,Baghdatis M.,Johansson T.,3,1,1.22,4,1.274,4.35,3.45,1.25,
179,6,Melbourne,Australian Open,15/01/2008,2008,1,Grosjean S.,Volandri F.,3,0,1.14,5,1.184,5.94,5.6,1.2,
180,6,Melbourne,Australian Open,15/01/2008,2008,1,Lee H.T.,Guccione C.,3,0,2.62,1.44,2.84,1.49,1.44,2.75,
181,6,Melbourne,Australian Open,15/01/2008,2008,1,Nalbandian D.,Smeets R.,3,0,1.04,10,1.065,13.5,8.5,1.063,
182,6,Melbourne,Australian Open,15/01/2008,2008,1,Istomin D.,Lacko L.,3,1,2.37,1.53,2.46,1.641,1.6,2.375,
183,6,Melbourne,Australian Open,15/01/2008,2008,1,Cilic M.,Almagro N.,3,0,1.83,1.83,1.826,2.11,1.82,1.833,
184,6,Melbourne,Australian Open,15/01/2008,2008,1,Gremelmayr D.,Roitman S.,3,1,1.53,2.37,1.69,2.35,2.32,1.571,
185,6,Melbourne,Australian Open,15/01/2008,2008,1,Querrey S.,Rochus O.,3,0,1.9,1.8,2.25,1.741,1.82,1.833,
186,6,Melbourne,Australian Open,15/01/2008,2008,1,Safin M.,Gulbis E.,3,0,1.38,2.87,1.476,2.9,2.78,1.4,
187,6,Melbourne,Australian Open,15/01/2008,2008,1,Hewitt L.,Darcis S.,3,0,1.08,7,1.123,8.3,5.4,1.143,
188,6,Melbourne,Australian Open,15/01/2008,2008,1,Ferrero J.C.,Kiefer N.,3,0,1.8,1.9,1.893,2.02,1.92,1.727,
189,6,Melbourne,Australian Open,15/01/2008,2008,1,Ferrer D.,Roger-Vasselin E.,3,0,1.04,10,1.069,12.5,11,1.07,
190,6,Melbourne,Australian Open,15/01/2008,2008,1,Melzer J.,Vanek J.,3,0,1.19,4.33,1.227,5,4.2,1.25,
